コード,PER,PBR,EPS成長率,自社株買い,業種平均PER
6841,22.301746,2.5153115,-19.400000000000002,,16.103048
6845,19.598787,2.9836771,-1.7999999999999998,,16.103048
6849,16.625574,1.339356,,,18.2721025
6856,22.850674,2.681905,69.8,,21.674925
6857,67.818275,24.316404,93.8,,21.674925
6859,14.247173,1.3622395,44.9,,21.674925
6861,43.42895,5.443375,51.0,,21.674925
6866,20.663107,3.2071457,107.60000000000001,,21.674925
6869,33.39493,2.3649516,90.9,,18.2721025
6871,28.689543,5.8927245,101.4,,21.674925
6875,19.101124,0.4628456,,,21.674925
6902,11.580464,0.9255114,-14.399999999999999,,16.157451000000002
6908,15.970574,0.7592327,-11.200000000000001,,21.674925
6914,14.908839,2.0026498,59.8,,21.674925
6920,40.819874,12.784776,-35.3,,21.674925
6923,14.657574,0.94012356,-19.7,,16.157451000000002
6925,39.481995,1.3317059,,,16.103048
6929,14.131193,1.6424446,-57.8,,21.674925
6941,16.341463,3.0246384,55.300000000000004,,21.674925
6947,19.138851,2.4867768,89.4,,21.674925
6951,16.046898,2.399953,,,21.674925
6952,28.5,2.1424584,152.0,,21.674925
6954,33.96829,2.9895566,34.699999999999996,,16.103048
6963,,2.4150975,203.6,,21.674925
6965,51.234432,2.1375155,,,21.674925
6966,52.16888,1.4017835,373.6,,21.674925
6971,35.497707,1.4362352,63.1,,16.103048
6976,89.7683,3.4259694,,,21.674925
6981,57.529625,4.83699,63.7,,21.674925
6988,17.04211,1.9449306,8.200000000000001,,15.285404499999999
6995,8.822596,0.74512595,-12.6,,16.157451000000002
6996,28.761723,1.4505013,108.2,,21.674925
6999,20.816095,0.9034983,288.8,,21.674925
7003,10.757484,1.84771,13.100000000000001,,16.103048
7004,17.544918,0.99546903,,,16.103048
7011,58.59554,4.341726,97.39999999999999,,16.103048
7012,20.696991,2.5264947,269.09999999999997,,16.103048
7013,18.271067,4.220225,361.3,,16.103048
7085,19.91261,3.6813924,41.8,,16.157451000000002
7128,36.212795,0.94494,-18.2,,16.103048
7130,7.1986775,0.72425187,254.2,,16.103048
7148,8.714526,2.241752,37.5,,15.377857500000001
7157,14.264324,1.2125336,-24.8,,15.377857500000001
7164,13.013867,1.7345238,9.4,,15.377857500000001
7167,18.303923,1.3710405,55.300000000000004,,15.377857500000001
7172,10.181477,1.5528102,-19.6,,16.103048
7173,13.265227,1.2318374,40.9,,15.377857500000001
7180,17.024435,0.8299005,-28.9,,15.377857500000001
7181,10.701639,0.37924328,-1.5,,15.377857500000001
7182,21.593847,1.2236395,69.3,,15.377857500000001
7184,12.970169,0.9790431,56.49999999999999,,15.377857500000001
7186,19.698097,1.4150785,18.5,,15.377857500000001
7189,0.015988601,1.0019147,83.2,,15.377857500000001
7199,13.317608,3.1594503,43.5,,15.377857500000001
7201,,0.22655155,,,16.157451000000002
7202,11.22856,0.98786706,23.0,,16.157451000000002
7203,8.367951,0.9334742,75.6,,16.157451000000002
7211,45.34137,0.4948116,91.2,,16.157451000000002
7220,176.13339,1.770978,11.0,,16.157451000000002
7224,11.294402,1.0464814,107.5,,16.103048
7226,24.03246,0.79110104,,,16.103048
7239,8.410214,0.7222006,7647.400000000001,,16.157451000000002
7240,10.445115,0.7478645,58.4,,16.157451000000002
7241,6.053849,0.69649625,-5.4,,16.157451000000002
7242,7.2788267,0.80826414,-31.6,,16.157451000000002
7246,11.170647,0.7774392,76.2,,16.157451000000002
7259,15.946711,0.7247197,-19.400000000000002,,16.157451000000002
7261,20.386343,0.3730839,,,16.157451000000002
7267,,0.5234161,129.29999999999998,,16.157451000000002
7269,8.881665,1.1022035,80.0,,16.157451000000002
7270,20.061335,0.63997585,-10.299999999999999,,16.157451000000002
7272,8.391922,1.4536338,114.7,,16.157451000000002
7276,43.485477,1.1005273,44.800000000000004,,16.157451000000002
7278,19.97433,1.1516421,24.9,,16.157451000000002
7280,5.3871775,0.4777261,-9.5,,16.157451000000002
7283,inf,0.87824976,22.400000000000002,,16.157451000000002
7296,10.542208,0.95229685,24.3,,16.157451000000002
7309,29.082556,1.8896827,,,16.157451000000002
7313,30.122679,0.68106,172.2,,16.157451000000002
7327,15.101735,1.0671486,38.3,,15.377857500000001
7337,15.634643,1.1210685,21.099999999999998,,15.377857500000001
7350,14.5854225,0.9974478,40.9,,15.377857500000001
7380,16.33731,0.8579711,24.4,,15.377857500000001
7381,21.575281,1.0125784,31.7,,15.377857500000001
7383,23.580034,1.8894727,26.400000000000002,,15.377857500000001
7389,19.865244,1.0003986,,,15.377857500000001
7419,10.231814,1.4518415,106.3,,16.157451000000002
7421,,8.304701,,,16.157451000000002
7433,19.004694,1.3776197,121.9,,21.674925
7453,37.761555,6.160009,,,16.157451000000002
7456,9.9706745,1.3317262,153.1,,15.285404499999999
7458,12.058402,1.5410619,-10.9,,16.157451000000002
7459,13.893997,0.90436083,42.4,,18.2721025
7476,18.511301,2.311924,25.2,,18.2721025
7513,21.72908,1.4787811,59.699999999999996,,16.157451000000002
7516,10.166316,0.6946171,52.2,,16.157451000000002
7532,22.17652,3.5470912,38.1,,19.03057
7545,17.236307,1.195753,7.6,,16.157451000000002
7550,41.594234,5.0689507,89.2,,16.157451000000002
7552,15.314879,2.549288,-17.299999999999997,,16.157451000000002
7575,11.604864,1.6827394,0.3,,18.2721025
7581,29.814926,2.7425,-1.5,,16.157451000000002
7593,12.789017,0.8702422,51.2,,16.157451000000002
7595,4.9937387,1.9122516,-13.600000000000001,,21.674925
7599,10.608358,1.4088116,17.299999999999997,,16.157451000000002
7606,11.717938,1.7055982,44.800000000000004,,16.157451000000002
7611,22.524866,4.194742,13.4,,16.157451000000002
7613,19.265503,0.6854485,82.8,,21.674925
7616,128.15689,2.5349941,72.0,,16.157451000000002
7630,58.54568,4.7315044,-21.0,,16.157451000000002
7649,10.860911,1.6631199,-67.5,,18.2721025
7701,19.00148,1.9999487,68.30000000000001,,21.674925
7721,29.121037,2.5780168,,,21.674925
7729,29.106337,3.7507455,44.5,,21.674925
7730,27.748508,2.7188783,32.7,,18.2721025
7731,,1.0715334,-86.4,,16.157451000000002
7733,34.856907,3.029007,112.5,,18.2721025
7734,14.478409,1.636203,13.0,,16.103048
7735,27.109858,5.0133076,-37.1,,21.674925
7740,19.80515,2.4583197,-13.700000000000001,,16.157451000000002
7741,34.159485,8.374025,26.900000000000002,,18.2721025
7744,10.323324,0.66552573,129.29999999999998,,21.674925
7745,12.661152,1.5088189,-45.7,,21.674925
7747,32.951717,6.3400145,36.3,,18.2721025
7751,11.313361,1.0909756,46.9,,21.674925
7752,16.262285,0.7609111,284.1,,16.103048
7762,19.976452,2.0845737,-2.9000000000000004,,16.157451000000002
7780,24.428352,1.4846257,125.0,,18.2721025
7821,13.897662,1.740156,-5.6000000000000005,,15.285404499999999
7826,12.343589,2.5155742,327.0,,21.674925
7832,24.648148,3.8802207,33.4,,16.157451000000002
7839,16.609673,3.218219,29.4,,16.157451000000002
7846,14.163596,1.390214,31.4,,16.103048
7860,14.9820795,1.044389,-44.2,,22.2654135
7864,8.364744,1.050396,14.299999999999999,,16.157451000000002
7867,27.20073,2.8202553,19.6,,16.157451000000002
7911,22.395283,1.035042,131.29999999999998,,16.103048
7912,13.77304,1.1356112,-48.0,,16.103048
7915,59.383884,0.66605717,498.9,,21.674925
7936,27.151169,10.875582,62.1,,16.157451000000002
7943,40.934883,0.82164836,245.5,,16.103048
7944,68.153656,2.3395452,-14.899999999999999,,16.157451000000002
7947,14.926266,1.3529611,1.0,,16.157451000000002
7951,24.344854,1.1436106,348.8,,16.157451000000002
7956,27.416407,2.9345808,13.8,,19.03057
7965,15.096304,1.0109222,-30.3,,16.157451000000002
7966,21.445591,1.4254633,41.4,,15.285404499999999
7970,18.111975,1.364853,-22.3,,15.285404499999999
7972,12.196664,2.0056264,89.5,,16.157451000000002
7974,23.53603,3.3888583,53.5,,22.2654135
7976,20.840618,1.0413282,6.5,,16.103048
7981,12.667185,0.94839114,-15.4,,16.157451000000002
7984,16.49635,1.4197412,21.2,,16.103048
7988,13.640265,1.5361419,-9.6,,16.157451000000002
7990,10.169139,0.80145407,-24.099999999999998,,16.157451000000002
7994,9.831911,1.0788926,-37.9,,16.103048
7995,21.753302,1.9924638,160.1,,16.103048
8001,15.441693,2.0418892,3.5000000000000004,,16.103048
8002,14.539502,1.7486559,20.7,,16.103048
8008,25.647482,1.1445352,82.19999999999999,,16.157451000000002
8012,15.235019,1.0974348,95.19999999999999,,15.285404499999999
8015,19.857529,2.5254967,37.5,,16.103048
8016,10.238447,1.0946529,18.099999999999998,,16.157451000000002
8020,10.845229,1.6494781,67.60000000000001,,16.103048
8022,16.606167,1.6986711,23.5,,16.157451000000002
8031,16.427197,1.5085208,53.400000000000006,,16.103048
8035,43.670704,11.59701,39.5,,21.674925
8050,41.63569,4.818143,76.3,,16.157451000000002
8051,18.849585,1.1601737,4.9,,16.103048
8053,13.466014,1.6792578,11.200000000000001,,16.103048
8056,13.972081,2.414041,-23.0,,21.674925
8057,8.820745,1.2916906,28.9,,16.103048
8058,22.159714,1.7668724,47.0,,16.103048
8060,16.702902,1.8694407,-2.4,,16.103048
8061,14.036107,1.9410717,54.50000000000001,,16.103048
8074,10.500808,1.0251077,24.4,,16.103048
8078,9.334714,0.79835707,15.1,,16.103048
8079,19.344276,1.2652453,15.6,,19.03057
8086,21.256302,0.9009056,17.4,,18.2721025
8088,10.612501,1.0625877,571.5,,16.103048
8097,15.99648,1.2606082,148.6,,10.00143825
8098,10.689423,0.9097992,5.5,,15.285404499999999
8111,,,,,
8113,,,,,
8125,27.57732,0.9848705,-5.5,,16.103048
8129,,,,,
8130,,,,,
8133,,,,,
8136,,,,,
8153,,,,,
8154,,,,,
8160,,,,,
8173,,,,,
8174,,,,,
8179,,,,,
8194,,,,,
8200,,,,,
8214,,,,,
8218,,,,,
8219,,,,,
8227,,,,,
8233,,,,,
8237,,,,,
8242,,,,,
8252,,,,,
8253,,,,,
8267,,,,,
8273,,,,,
8276,,,,,
8278,,,,,
8281,,,,,
8282,,,,,
8304,,,,,
8306,,,,,
8308,,,,,
8309,,,,,
8316,,,,,
8331,,,,,
8334,,,,,
8336,,,,,
8337,,,,,
8341,,,,,
8346,,,,,
8354,,,,,
8358,,,,,
8359,,,,,
8360,,,,,
8361,,,,,
8366,,,,,
8367,,,,,
8368,,,,,
8370,,,,,
8377,,,,,
8381,,,,,
8386,,,,,
8388,,,,,
8399,,,,,
8410,,,,,
8411,,,,,
8418,,,,,
8424,,,,,
8425,,,,,
8439,,,,,
8473,,,,,
8511,,,,,
8522,,,,,
8524,,,,,
8544,,,,,
8566,,,,,
8570,,,,,
8584,,,,,
8585,,,,,
8591,,,,,
8593,,,,,
8595,,,,,
8600,,,,,
8601,,,,,
8604,,,,,
8609,,,,,
8613,,,,,
8616,,,,,
8628,,,,,
8630,,,,,
8697,,,,,
8698,,,,,
8706,,,,,
8707,,,,,
8714,,,,,
8715,,,,,
8725,,,,,
8750,,,,,
8766,,,,,
8771,,,,,
8795,,,,,
8801,,,,,
8802,,,,,
8803,,,,,
8804,,,,,
8830,,,,,
8848,,,,,
8850,,,,,
8876,,,,,
8892,,,,,
8897,,,,,
8919,,,,,
8923,,,,,
8934,,,,,
9001,,,,,
9003,,,,,
9005,,,,,
9006,,,,,
9007,,,,,
9008,,,,,
9009,,,,,
9010,,,,,
9020,,,,,
9021,,,,,
9022,,,,,
9023,,,,,
9024,,,,,
9025,,,,,
9031,,,,,
9037,,,,,
9039,,,,,
9041,,,,,
9042,,,,,
9044,,,,,
9045,,,,,
9048,,,,,
9064,,,,,
9065,,,,,
9068,,,,,
9069,,,,,
9072,,,,,
9075,,,,,
9076,,,,,
9090,,,,,
9101,,,,,
9104,,,,,
9107,,,,,
9110,,,,,
9119,,,,,
9142,,,,,
9143,,,,,
9147,,,,,
9201,,,,,
9202,,,,,
9247,,,,,
9267,,,,,
9274,,,,,
9301,,,,,
9302,,,,,
9303,,,,,
9336,,,,,
9364,,,,,
9401,,,,,
9404,,,,,
9409,,,,,
9412,,,,,
9413,,,,,
9416,,,,,
9418,,,,,
9432,,,,,
9433,,,,,
9434,,,,,
9435,,,,,
9449,,,,,
9468,,,,,
9501,,,,,
9502,,,,,
9503,,,,,
9504,,,,,
9505,,,,,
9506,,,,,
9507,,,,,
9508,,,,,
9509,,,,,
9511,,,,,
9513,,,,,
9519,,,,,
9531,,,,,
9532,,,,,
9533,,,,,
9543,,,,,
9551,,,,,
9552,,,,,
9601,,,,,
9602,,,,,
9603,,,,,
9605,,,,,
9616,,,,,
9621,,,,,
9627,,,,,
9672,,,,,
9678,,,,,
9682,,,,,
9684,,,,,
9692,,,,,
9697,,,,,
9699,,,,,
9706,,,,,
9715,,,,,
9716,,,,,
9722,,,,,
9735,,,,,
9743,,,,,
9744,,,,,
9746,,,,,
9757,,,,,
9759,,,,,
9766,,,,,
9793,,,,,
9824,,,,,
9830,,,,,
9831,,,,,
9832,,,,,
9842,,,,,
9843,,,,,
9861,,,,,
9869,,,,,
9882,,,,,
9887,,,,,
9889,,,,,
9900,,,,,
9934,,,,,
9936,,,,,
9948,,,,,
9956,,,,,
9960,,,,,
9962,,,,,
9974,,,,,
9983,,,,,
9984,,,,,
9987,,,,,
9989,,,,,
9997,,,,,
